,Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Year,Office
137,Alan Page ,Committee to Elect Alan Page,Individual,4/13/2011,25,2011.0,Council At-Large
138,Alan Page ,Committee to Elect Alan Page,Individual,3/14/2011,25,2011.0,Council At-Large
139,Alan Page ,Committee to Elect Alan Page,Individual,4/1/2011,3,2011.0,Council At-Large
140,Alan Page ,Committee to Elect Alan Page,Individual,3/28/2011,102,2011.0,Council At-Large
141,Alan Page ,Committee to Elect Alan Page,Individual,3/23/2011,5,2011.0,Council At-Large
142,Alan Page ,Committee to Elect Alan Page,Individual,3/23/2011,36,2011.0,Council At-Large
143,Alan Page ,Committee to Elect Alan Page,Individual,3/31/2011,2,2011.0,Council At-Large
144,Alan Page ,Committee to Elect Alan Page,Individual,3/11/2011,1,2011.0,Council At-Large
145,Alan Page ,Committee to Elect Alan Page,Individual,3/31/2011,2,2011.0,Council At-Large
146,Alan Page ,Committee to Elect Alan Page,Individual,3/11/2011,25,2011.0,Council At-Large
147,An Almquist ,Committee to Elect An Almquist,Individual,4/21/2011,2,2011.0,School Board Ward 4
148,An Almquist ,Committee to Elect An Almquist,Corporation,4/26/2011,5,2011.0,School Board Ward 4
149,An Almquist ,Committee to Elect An Almquist,Individual,4/19/2011,1,2011.0,School Board Ward 4
150,An Almquist ,Committee to Elect An Almquist,Individual,3/15/2011,1,2011.0,School Board Ward 4
151,An Almquist ,Committee to Elect An Almquist,Individual,3/27/2011,5,2011.0,School Board Ward 4
152,An Almquist ,Committee to Elect An Almquist,Individual,3/28/2011,1,2011.0,School Board Ward 4
153,An Almquist ,Committee to Elect An Almquist,Individual,4/3/2011,2,2011.0,School Board Ward 4
154,An Almquist ,Committee to Elect An Almquist,Individual,4/4/2011,2,2011.0,School Board Ward 4
155,An Almquist ,Committee to Elect An Almquist,Individual,4/10/2011,2,2011.0,School Board Ward 4
156,An Almquist ,Committee to Elect An Almquist,Individual,4/10/2011,2,2011.0,School Board Ward 4
157,An Almquist ,Committee to Elect An Almquist,Individual,4/7/2011,48,2011.0,School Board Ward 4
158,An Almquist ,Committee to Elect An Almquist,Individual,4/18/2011,15,2011.0,School Board Ward 4
159,An Almquist ,Committee to Elect An Almquist,Individual,3/28/2011,25,2011.0,School Board Ward 4
160,An Almquist ,Committee to Elect An Almquist,Individual,4/1/2011,15,2011.0,School Board Ward 4
161,An Almquist ,Committee to Elect An Almquist,Individual,3/15/2011,1,2011.0,School Board Ward 4
162,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/4/2011,25,2011.0,School Board Ward 4
163,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/8/2011,2,2011.0,School Board Ward 4
164,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/7/2011,2,2011.0,School Board Ward 4
165,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/23/2011,5,2011.0,School Board Ward 4
166,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/23/2011,2,2011.0,School Board Ward 4
167,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/3/2011,4,2011.0,School Board Ward 4
168,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/3/2011,2,2011.0,School Board Ward 4
169,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/24/2011,2,2011.0,School Board Ward 4
170,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/24/2011,5,2011.0,School Board Ward 4
171,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/24/2011,1,2011.0,School Board Ward 4
172,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/24/2011,1,2011.0,School Board Ward 4
173,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/24/2011,5,2011.0,School Board Ward 4
174,Bill Quirk ,Committee to Elect Bill Quirk,Individual,4/21/2011,15,2011.0,School Board Ward 4
175,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/3/2011,1,2011.0,School Board Ward 4
176,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/28/2011,5,2011.0,School Board Ward 4
177,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/24/2011,1,2011.0,School Board Ward 4
178,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/24/2011,1,2011.0,School Board Ward 4
179,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/23/2011,2,2011.0,School Board Ward 4
180,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/23/2011,1,2011.0,School Board Ward 4
181,Bill Quirk ,Committee to Elect Bill Quirk,Individual,2/23/2011,5,2011.0,School Board Ward 4
182,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/3/2011,25,2011.0,School Board Ward 4
183,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/3/2011,25,2011.0,School Board Ward 4
184,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/3/2011,5,2011.0,School Board Ward 4
185,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/1/2011,2,2011.0,School Board Ward 4
186,Bill Quirk ,Committee to Elect Bill Quirk,Candidate,2/24/2011,4,2011.0,School Board Ward 4
187,Bill Quirk ,Committee to Elect Bill Quirk,Candidate,2/6/2011,25,2011.0,School Board Ward 4
188,Bill Quirk ,Committee to Elect Bill Quirk,Candidate,2/23/2011,17,2011.0,School Board Ward 4
189,Bill Quirk ,Committee to Elect Bill Quirk,Candidate,2/23/2011,40.94,2011.0,School Board Ward 4
190,Bill Quirk ,Committee to Elect Bill Quirk,Candidate,4/22/2011,223.21,2011.0,School Board Ward 4
191,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/11/2011,5,2011.0,School Board Ward 4
192,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/11/2011,5,2011.0,School Board Ward 4
193,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/14/2011,1,2011.0,School Board Ward 4
194,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/15/2011,1,2011.0,School Board Ward 4
195,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/15/2011,25,2011.0,School Board Ward 4
196,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/15/2011,5,2011.0,School Board Ward 4
197,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/20/2011,1,2011.0,School Board Ward 4
198,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/21/2011,5,2011.0,School Board Ward 4
199,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/27/2011,5,2011.0,School Board Ward 4
200,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/29/2011,5,2011.0,School Board Ward 4
201,Bill Quirk ,Committee to Elect Bill Quirk,Individual,3/30/2011,1,2011.0,School Board Ward 4
202,Bill Quirk ,Committee to Elect Bill Quirk,Individual,4/11/2011,1,2011.0,School Board Ward 4
203,Bill Quirk ,Committee to Elect Bill Quirk,Individual,4/17/2011,5,2011.0,School Board Ward 4
204,Bill Quirk ,Committee to Elect Bill Quirk,Individual,4/17/2011,1,2011.0,School Board Ward 4
205,Bill Quirk ,Committee to Elect Bill Quirk,Individual,4/18/2011,25,2011.0,School Board Ward 4
206,Bill Quirk ,Committee to Elect Bill Quirk,Individual,4/21/2011,2,2011.0,School Board Ward 4
207,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,25,2011.0,Council At-Large
208,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,5,2011.0,Council At-Large
209,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,4,2011.0,Council At-Large
210,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,2,2011.0,Council At-Large
211,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,5,2011.0,Council At-Large
212,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,5,2011.0,Council At-Large
213,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,4,2011.0,Council At-Large
214,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,5,2011.0,Council At-Large
215,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,15,2011.0,Council At-Large
216,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,2,2011.0,Council At-Large
217,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,4,2011.0,Council At-Large
218,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,5,2011.0,Council At-Large
219,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/3/2011,5,2011.0,Council At-Large
220,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,5,2011.0,Council At-Large
221,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,1,2011.0,Council At-Large
222,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,1,2011.0,Council At-Large
223,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,5,2011.0,Council At-Large
224,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/10/2011,1,2011.0,Council At-Large
225,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/7/2011,5,2011.0,Council At-Large
226,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/10/2011,5,2011.0,Council At-Large
227,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/28/2011,1,2011.0,Council At-Large
228,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/18/2011,5,2011.0,Council At-Large
229,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/5/2011,5,2011.0,Council At-Large
230,Jacque D Patterson ,Committee to Elect Jacque Patterson,Business,2/5/2011,25,2011.0,Council At-Large
231,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/8/2011,1,2011.0,Council At-Large
232,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,5,2011.0,Council At-Large
233,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/8/2011,5,2011.0,Council At-Large
234,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/8/2011,1,2011.0,Council At-Large
235,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/8/2011,5,2011.0,Council At-Large
236,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/8/2011,5,2011.0,Council At-Large
237,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/11/2011,5,2011.0,Council At-Large
238,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/8/2011,1,2011.0,Council At-Large
239,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,25,2011.0,Council At-Large
240,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,75,2011.0,Council At-Large
241,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,1,2011.0,Council At-Large
242,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,1,2011.0,Council At-Large
243,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,5,2011.0,Council At-Large
244,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,1,2011.0,Council At-Large
245,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,5,2011.0,Council At-Large
246,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/2/2011,5,2011.0,Council At-Large
247,Jacque D Patterson ,Committee to Elect Jacque Patterson,Business,2/11/2011,5,2011.0,Council At-Large
248,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/26/2011,1,2011.0,Council At-Large
249,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/1/2011,5,2011.0,Council At-Large
250,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/11/2011,5,2011.0,Council At-Large
251,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/28/2011,15,2011.0,Council At-Large
252,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/1/2011,1,2011.0,Council At-Large
253,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/10/2011,5,2011.0,Council At-Large
254,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/5/2011,1,2011.0,Council At-Large
255,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/5/2011,25,2011.0,Council At-Large
256,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/10/2011,2,2011.0,Council At-Large
257,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/10/2011,25,2011.0,Council At-Large
258,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/5/2011,5,2011.0,Council At-Large
259,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/5/2011,5,2011.0,Council At-Large
260,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/10/2011,1,2011.0,Council At-Large
261,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/10/2011,1,2011.0,Council At-Large
262,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/5/2011,1,2011.0,Council At-Large
263,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,2/10/2011,1,2011.0,Council At-Large
264,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/5/2011,25,2011.0,Council At-Large
265,Jacque D Patterson ,Committee to Elect Jacque Patterson,Individual,3/5/2011,5,2011.0,Council At-Large
