,Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Year,Office
117,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
118,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
119,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
120,Anita Bonds ,Bonds for Council,Individual,3/10/2013,3,2013.0,Council At-Large
121,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
122,Anita Bonds ,Bonds for Council,Business,3/5/2013,1,2013.0,Council At-Large
123,Anita Bonds ,Bonds for Council,Corporation,3/5/2013,1,2013.0,Council At-Large
124,Anita Bonds ,Bonds for Council,Corporation,3/5/2013,1,2013.0,Council At-Large
125,Anita Bonds ,Bonds for Council,Individual,3/10/2013,102,2013.0,Council At-Large
126,Anita Bonds ,Bonds for Council,Individual,3/7/2013,2,2013.0,Council At-Large
127,Anita Bonds ,Bonds for Council,Individual,3/10/2013,1,2013.0,Council At-Large
128,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
129,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
130,Anita Bonds ,Bonds for Council,Individual,2/13/2013,25,2013.0,Council At-Large
131,Anita Bonds ,Bonds for Council,Individual,2/22/2013,1,2013.0,Council At-Large
132,Anita Bonds ,Bonds for Council,Individual,2/13/2013,5,2013.0,Council At-Large
133,Anita Bonds ,Bonds for Council,Individual,4/11/2013,25,2013.0,Council At-Large
134,Anita Bonds ,Bonds for Council,Individual,3/9/2013,6,2013.0,Council At-Large
135,Anita Bonds ,Bonds for Council,Individual,2/10/2013,25,2013.0,Council At-Large
136,Anita Bonds ,Bonds for Council,Individual,2/10/2013,25,2013.0,Council At-Large
137,Anita Bonds ,Bonds for Council,Individual,2/22/2013,25,2013.0,Council At-Large
138,Anita Bonds ,Bonds for Council,Individual,3/10/2013,,2013.0,Council At-Large
139,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
140,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
141,Anita Bonds ,Bonds for Council,Individual,3/9/2013,5,2013.0,Council At-Large
142,Anita Bonds ,Bonds for Council,Individual,3/10/2013,25,2013.0,Council At-Large
143,Anita Bonds ,Bonds for Council,Individual,3/10/2013,102,2013.0,Council At-Large
144,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
145,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
146,Anita Bonds ,Bonds for Council,Individual,3/10/2013,102,2013.0,Council At-Large
147,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
148,Anita Bonds ,Bonds for Council,Individual,3/10/2013,102,2013.0,Council At-Large
149,Anita Bonds ,Bonds for Council,Individual,2/24/2013,5,2013.0,Council At-Large
150,Anita Bonds ,Bonds for Council,Individual,3/6/2013,2,2013.0,Council At-Large
151,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
152,Anita Bonds ,Bonds for Council,Individual,3/10/2013,25,2013.0,Council At-Large
153,Anita Bonds ,Bonds for Council,Individual,2/19/2013,1,2013.0,Council At-Large
154,Anita Bonds ,Bonds for Council,Individual,2/14/2013,5,2013.0,Council At-Large
155,Anita Bonds ,Bonds for Council,Individual,3/4/2013,25,2013.0,Council At-Large
156,Anita Bonds ,Bonds for Council,Individual,4/19/2013,1,2013.0,Council At-Large
157,Anita Bonds ,Bonds for Council,Individual,3/8/2013,25,2013.0,Council At-Large
158,Anita Bonds ,Bonds for Council,Individual,3/8/2013,25,2013.0,Council At-Large
159,Anita Bonds ,Bonds for Council,Individual,3/7/2013,51,2013.0,Council At-Large
160,Anita Bonds ,Bonds for Council,Individual,3/9/2013,1,2013.0,Council At-Large
161,Anita Bonds ,Bonds for Council,Individual,3/8/2013,6,2013.0,Council At-Large
162,Anita Bonds ,Bonds for Council,Individual,2/11/2013,5,2013.0,Council At-Large
163,Anita Bonds ,Bonds for Council,Individual,2/22/2013,1,2013.0,Council At-Large
164,Anita Bonds ,Bonds for Council,Individual,2/22/2013,1,2013.0,Council At-Large
165,Anita Bonds ,Bonds for Council,Individual,2/22/2013,5,2013.0,Council At-Large
166,Anita Bonds ,Bonds for Council,Individual,2/22/2013,1,2013.0,Council At-Large
167,Anita Bonds ,Bonds for Council,Individual,3/7/2013,51,2013.0,Council At-Large
168,Anita Bonds ,Bonds for Council,Individual,3/7/2013,51,2013.0,Council At-Large
169,Anita Bonds ,Bonds for Council,Individual,2/22/2013,2,2013.0,Council At-Large
170,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
171,Anita Bonds ,Bonds for Council,Individual,3/9/2013,5,2013.0,Council At-Large
172,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
173,Anita Bonds ,Bonds for Council,Individual,3/10/2013,202,2013.0,Council At-Large
174,Anita Bonds ,Bonds for Council,Individual,3/9/2013,25,2013.0,Council At-Large
175,Anita Bonds ,Bonds for Council,Individual,3/8/2013,51,2013.0,Council At-Large
176,Anita Bonds ,Bonds for Council,Individual,3/9/2013,101,2013.0,Council At-Large
177,Anita Bonds ,Bonds for Council,Individual,2/14/2013,1,2013.0,Council At-Large
178,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
179,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
180,Anita Bonds ,Bonds for Council,Individual,2/22/2013,2,2013.0,Council At-Large
181,Anita Bonds ,Bonds for Council,Individual,3/10/2013,51,2013.0,Council At-Large
182,Anita Bonds ,Bonds for Council,Individual,3/10/2013,5,2013.0,Council At-Large
183,Anita Bonds ,Bonds for Council,Individual,3/8/2013,1,2013.0,Council At-Large
184,Anita Bonds ,Bonds for Council,Labor,3/8/2013,1,2013.0,Council At-Large
185,Anita Bonds ,Bonds for Council,Individual,3/10/2013,25,2013.0,Council At-Large
186,Anita Bonds ,Bonds for Council,Individual,3/10/2013,2,2013.0,Council At-Large
187,Anita Bonds ,Bonds for Council,Individual,5/20/2013,1,2013.0,Council At-Large
188,Anita Bonds ,Bonds for Council,Individual,2/14/2013,1,2013.0,Council At-Large
189,Anita Bonds ,Bonds for Council,Individual,3/10/2013,102,2013.0,Council At-Large
190,Anita Bonds ,Bonds for Council,Corporate Sponsored PAC,2/14/2013,25,2013.0,Council At-Large
191,Anita Bonds ,Bonds for Council,Individual,3/10/2013,5,2013.0,Council At-Large
192,Anita Bonds ,Bonds for Council,Other,8/10/2013,6065,2013.0,Council At-Large
193,Anita Bonds ,Bonds for Council,Other,8/10/2013,162,2013.0,Council At-Large
194,Anita Bonds ,Bonds for Council,Other,8/10/2013,125,2013.0,Council At-Large
195,Anita Bonds ,Bonds for Council,Other,8/10/2013,726.45,2013.0,Council At-Large
196,Anita Bonds ,Bonds for Council,Other,8/10/2013,498,2013.0,Council At-Large
197,Anita Bonds ,Bonds for Council,Other,8/10/2013,(250.00),2013.0,Council At-Large
198,Anita Bonds ,Bonds for Council,Other,8/10/2013,1624.71,2013.0,Council At-Large
199,Anita Bonds ,Bonds for Council,Other,8/10/2013,158050.02,2013.0,Council At-Large
200,Anita Bonds ,Bonds for Council,Individual,4/3/2013,267.83,2013.0,Council At-Large
201,Anita Bonds ,Bonds for Council,Individual,4/3/2013,723.17,2013.0,Council At-Large
202,Anita Bonds ,Bonds for Council,Individual,6/11/2013,25,2013.0,Council At-Large
203,Anita Bonds ,Bonds for Council,Corporation,6/11/2013,5,2013.0,Council At-Large
204,Anita Bonds ,Bonds for Council,Corporation,6/11/2013,5,2013.0,Council At-Large
205,Anita Bonds ,Bonds for Council,Corporation,6/11/2013,1,2013.0,Council At-Large
206,Anita Bonds ,Bonds for Council,Corporation,6/11/2013,5,2013.0,Council At-Large
207,Anita Bonds ,Bonds for Council,Individual,3/11/2013,25,2013.0,Council At-Large
208,Anita Bonds ,Bonds for Council,Individual,3/11/2013,1,2013.0,Council At-Large
209,Anita Bonds ,Bonds for Council,Individual,3/13/2013,1,2013.0,Council At-Large
210,Anita Bonds ,Bonds for Council,Individual,3/13/2013,25,2013.0,Council At-Large
211,Anita Bonds ,Bonds for Council,Individual,3/13/2013,25,2013.0,Council At-Large
212,Anita Bonds ,Bonds for Council,Individual,3/13/2013,5,2013.0,Council At-Large
213,Anita Bonds ,Bonds for Council,Individual,3/13/2013,2,2013.0,Council At-Large
214,Anita Bonds ,Bonds for Council,Individual,3/13/2013,5,2013.0,Council At-Large
215,Anita Bonds ,Bonds for Council,Individual,3/13/2013,5,2013.0,Council At-Large
216,Anita Bonds ,Bonds for Council,Individual,3/13/2013,1,2013.0,Council At-Large
217,Anita Bonds ,Bonds for Council,Individual,3/13/2013,25,2013.0,Council At-Large
218,Anita Bonds ,Bonds for Council,Individual,3/13/2013,2,2013.0,Council At-Large
219,Anita Bonds ,Bonds for Council,Individual,3/13/2013,2,2013.0,Council At-Large
220,Anita Bonds ,Bonds for Council,Individual,3/13/2013,5,2013.0,Council At-Large
221,Anita Bonds ,Bonds for Council,Individual,3/13/2013,5,2013.0,Council At-Large
222,Anita Bonds ,Bonds for Council,Individual,4/9/2013,5,2013.0,Council At-Large
223,Anita Bonds ,Bonds for Council,Individual,3/13/2013,1,2013.0,Council At-Large
224,Anita Bonds ,Bonds for Council,Individual,3/13/2013,1,2013.0,Council At-Large
225,Anita Bonds ,Bonds for Council,Individual,3/15/2013,5,2013.0,Council At-Large
226,Anita Bonds ,Bonds for Council,Individual,3/19/2013,5,2013.0,Council At-Large
227,Anita Bonds ,Bonds for Council,Individual,3/19/2013,5,2013.0,Council At-Large
228,Anita Bonds ,Bonds for Council,Individual,3/18/2013,1,2013.0,Council At-Large
229,Anita Bonds ,Bonds for Council,Business,3/18/2013,5,2013.0,Council At-Large
230,Anita Bonds ,Bonds for Council,Individual,3/18/2013,51,2013.0,Council At-Large
231,Anita Bonds ,Bonds for Council,Individual,3/19/2013,2,2013.0,Council At-Large
232,Anita Bonds ,Bonds for Council,Individual,3/19/2013,9,2013.0,Council At-Large
233,Anita Bonds ,Bonds for Council,Individual,3/16/2013,5,2013.0,Council At-Large
234,Anita Bonds ,Bonds for Council,Individual,3/16/2013,5,2013.0,Council At-Large
235,Anita Bonds ,Bonds for Council,Individual,3/16/2013,1,2013.0,Council At-Large
236,Anita Bonds ,Bonds for Council,Individual,3/16/2013,5,2013.0,Council At-Large
237,Anita Bonds ,Bonds for Council,Individual,3/15/2013,1,2013.0,Council At-Large
238,Anita Bonds ,Bonds for Council,Individual,3/16/2013,125,2013.0,Council At-Large
239,Anita Bonds ,Bonds for Council,Individual,3/15/2013,5,2013.0,Council At-Large
240,Anita Bonds ,Bonds for Council,Individual,3/20/2013,25,2013.0,Council At-Large
241,Anita Bonds ,Bonds for Council,Individual,3/12/2013,15,2013.0,Council At-Large
242,Anita Bonds ,Bonds for Council,Individual,3/20/2013,1,2013.0,Council At-Large
243,Anita Bonds ,Bonds for Council,Individual,3/20/2013,25,2013.0,Council At-Large
244,Anita Bonds ,Bonds for Council,Individual,3/20/2013,25,2013.0,Council At-Large
245,Anita Bonds ,Bonds for Council,Individual,3/20/2013,1,2013.0,Council At-Large
246,Anita Bonds ,Bonds for Council,Individual,3/20/2013,2,2013.0,Council At-Large
247,Anita Bonds ,Bonds for Council,Individual,3/20/2013,2,2013.0,Council At-Large
248,Anita Bonds ,Bonds for Council,Individual,3/20/2013,25,2013.0,Council At-Large
249,Anita Bonds ,Bonds for Council,Individual,3/20/2013,1,2013.0,Council At-Large
250,Anita Bonds ,Bonds for Council,Individual,3/20/2013,1,2013.0,Council At-Large
251,Anita Bonds ,Bonds for Council,Individual,3/20/2013,5,2013.0,Council At-Large
252,Anita Bonds ,Bonds for Council,Individual,3/20/2013,2,2013.0,Council At-Large
253,Anita Bonds ,Bonds for Council,Corporation,3/20/2013,5,2013.0,Council At-Large
254,Anita Bonds ,Bonds for Council,Corporation,5/31/2013,1,2013.0,Council At-Large
255,Anita Bonds ,Bonds for Council,Corporation,5/31/2013,25,2013.0,Council At-Large
256,Anita Bonds ,Bonds for Council,Individual,3/20/2013,1,2013.0,Council At-Large
257,Anita Bonds ,Bonds for Council,Individual,3/20/2013,1,2013.0,Council At-Large
258,Anita Bonds ,Bonds for Council,Individual,3/20/2013,5,2013.0,Council At-Large
259,Anita Bonds ,Bonds for Council,Individual,3/24/2013,5,2013.0,Council At-Large
260,Anita Bonds ,Bonds for Council,Individual,3/21/2013,1,2013.0,Council At-Large
261,Anita Bonds ,Bonds for Council,Individual,3/21/2013,1,2013.0,Council At-Large
262,Anita Bonds ,Bonds for Council,Individual,3/23/2013,1,2013.0,Council At-Large
263,Anita Bonds ,Bonds for Council,Individual,3/24/2013,1,2013.0,Council At-Large
264,Anita Bonds ,Bonds for Council,Individual,3/24/2013,1,2013.0,Council At-Large
265,Anita Bonds ,Bonds for Council,Individual,4/9/2013,25,2013.0,Council At-Large
266,Anita Bonds ,Bonds for Council,Individual,3/24/2013,5,2013.0,Council At-Large
267,Anita Bonds ,Bonds for Council,Business,3/25/2013,25,2013.0,Council At-Large
268,Anita Bonds ,Bonds for Council,Individual,3/25/2013,1,2013.0,Council At-Large
269,Anita Bonds ,Bonds for Council,Individual,3/25/2013,25,2013.0,Council At-Large
270,Anita Bonds ,Bonds for Council,Individual,3/25/2013,1,2013.0,Council At-Large
271,Anita Bonds ,Bonds for Council,Individual,3/25/2013,2,2013.0,Council At-Large
272,Anita Bonds ,Bonds for Council,Individual,3/25/2013,1,2013.0,Council At-Large
273,Anita Bonds ,Bonds for Council,Individual,3/25/2013,1,2013.0,Council At-Large
274,Anita Bonds ,Bonds for Council,Individual,3/25/2013,5,2013.0,Council At-Large
275,Anita Bonds ,Bonds for Council,Individual,3/25/2013,75,2013.0,Council At-Large
276,Anita Bonds ,Bonds for Council,Individual,3/25/2013,25,2013.0,Council At-Large
277,Anita Bonds ,Bonds for Council,Individual,3/25/2013,5,2013.0,Council At-Large
278,Anita Bonds ,Bonds for Council,Individual,3/25/2013,4,2013.0,Council At-Large
279,Anita Bonds ,Bonds for Council,Individual,3/25/2013,25,2013.0,Council At-Large
280,Anita Bonds ,Bonds for Council,Individual,3/25/2013,1,2013.0,Council At-Large
281,Anita Bonds ,Bonds for Council,Individual,3/25/2013,1,2013.0,Council At-Large
282,Anita Bonds ,Bonds for Council,Business,3/26/2013,1,2013.0,Council At-Large
283,Anita Bonds ,Bonds for Council,Individual,3/26/2013,1,2013.0,Council At-Large
284,Anita Bonds ,Bonds for Council,Individual,3/26/2013,5,2013.0,Council At-Large
285,Anita Bonds ,Bonds for Council,Individual,3/26/2013,5,2013.0,Council At-Large
286,Anita Bonds ,Bonds for Council,Individual,3/26/2013,2,2013.0,Council At-Large
287,Anita Bonds ,Bonds for Council,Individual,3/26/2013,5,2013.0,Council At-Large
288,Anita Bonds ,Bonds for Council,Individual,3/28/2013,5,2013.0,Council At-Large
289,Anita Bonds ,Bonds for Council,Individual,3/28/2013,51,2013.0,Council At-Large
290,Anita Bonds ,Bonds for Council,Individual,3/28/2013,1,2013.0,Council At-Large
291,Anita Bonds ,Bonds for Council,Individual,3/28/2013,75,2013.0,Council At-Large
292,Anita Bonds ,Bonds for Council,Individual,3/28/2013,5,2013.0,Council At-Large
293,Anita Bonds ,Bonds for Council,Individual,3/28/2013,5,2013.0,Council At-Large
294,Anita Bonds ,Bonds for Council,Individual,3/28/2013,5,2013.0,Council At-Large
295,Anita Bonds ,Bonds for Council,Individual,3/28/2013,15,2013.0,Council At-Large
296,Anita Bonds ,Bonds for Council,Individual,3/29/2013,1,2013.0,Council At-Large
297,Anita Bonds ,Bonds for Council,Individual,4/2/2013,25,2013.0,Council At-Large
298,Anita Bonds ,Bonds for Council,Individual,4/1/2013,1,2013.0,Council At-Large
299,Anita Bonds ,Bonds for Council,Individual,4/2/2013,1,2013.0,Council At-Large
300,Anita Bonds ,Bonds for Council,Individual,4/3/2013,2,2013.0,Council At-Large
301,Anita Bonds ,Bonds for Council,Individual,4/3/2013,1,2013.0,Council At-Large
302,Anita Bonds ,Bonds for Council,Business,4/3/2013,1,2013.0,Council At-Large
303,Anita Bonds ,Bonds for Council,Business,4/3/2013,2,2013.0,Council At-Large
304,Anita Bonds ,Bonds for Council,Business,4/11/2013,15,2013.0,Council At-Large
305,Anita Bonds ,Bonds for Council,Corporation,4/3/2013,25,2013.0,Council At-Large
306,Anita Bonds ,Bonds for Council,Individual,4/3/2013,1,2013.0,Council At-Large
307,Anita Bonds ,Bonds for Council,Corporation,4/3/2013,1,2013.0,Council At-Large
308,Anita Bonds ,Bonds for Council,Business,4/3/2013,1,2013.0,Council At-Large
309,Anita Bonds ,Bonds for Council,Corporation,4/3/2013,1,2013.0,Council At-Large
310,Anita Bonds ,Bonds for Council,Business,4/3/2013,5,2013.0,Council At-Large
311,Anita Bonds ,Bonds for Council,Individual,4/3/2013,2,2013.0,Council At-Large
312,Anita Bonds ,Bonds for Council,Corporation,4/3/2013,5,2013.0,Council At-Large
313,Anita Bonds ,Bonds for Council,Individual,4/3/2013,1,2013.0,Council At-Large
